work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data
W-003412,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 2,Demo Village 23,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 23, Demo Block 2",20.561823,84.245499,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-29,5891000,5935000,6236000,2022-12-21,0,IA-S04-01-01,2023-02-19,2023-03-01,2023-07-23,2023-08-28,COMPLETION,COMPLETED,100.0,5672000,5672000,SYNTHETIC_V2,True
W-003413,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 3,Demo Village 30,Health,community clinic,"Construction and improvement of community clinic at Demo Village 30, Demo Block 3",26.66943,73.657241,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-10,9040000,8587000,9159000,2023-03-27,0,IA-S05-01-01,2023-05-01,2023-05-30,2023-11-03,2023-12-03,COMPLETION,COMPLETED,100.0,10669000,10669000,SYNTHETIC_V2,True
W-003414,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 4,Demo Village 37,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 37, Demo Block 4",11.185654,78.569567,SYNTHETIC_PROTOTYPE_COORDINATE,2022-12-21,9418000,8963000,8205000,2023-01-13,0,IA-S06-01-01,2023-02-16,2023-02-12,2023-12-29,2023-11-21,COMPLETION,COMPLETED,100.0,7342000,7342000,SYNTHETIC_V2,True
W-003415,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 5,Demo Village 3,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 3, Demo Block 5",15.398261,79.579535,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-01,3902000,3692000,3489000,2023-04-09,0,IA-S01-01-01,2023-04-29,2023-06-01,2024-08-27,2025-01-06,COMPLETION,COMPLETED,100.0,3006000,3006000,SYNTHETIC_V2,True
W-003416,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 1,Demo Village 10,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 10, Demo Block 1",15.406173,75.590138,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-12,3865000,3634000,3887000,2023-04-19,0,IA-S02-01-01,2023-05-07,2023-05-11,2024-08-29,2024-09-21,COMPLETION,COMPLETED,100.0,3589000,3589000,SYNTHETIC_V2,True
W-003417,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Demo Block 2,Demo Village 17,Roads,rural road,"Construction and improvement of rural road at Demo Village 17, Demo Block 2",19.519123,74.901487,SYNTHETIC_PROTOTYPE_COORDINATE,2023-01-23,10943000,10658000,10383000,2023-05-05,0,IA-S03-01-01,2023-06-30,2023-07-18,2024-06-25,2024-10-16,COMPLETION,COMPLETED,100.0,9934000,9934000,SYNTHETIC_V2,True
W-003418,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 1,Demo Block 3,Demo Village 24,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 24, Demo Block 3",20.63434,84.316444,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-03,7853000,7410000,7133000,2023-03-25,0,IA-S04-01-01,2023-04-26,2023-06-01,2024-04-02,2024-07-17,COMPLETION,COMPLETED,100.0,7102000,7102000,SYNTHETIC_V2,True
W-003419,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 1,Demo Block 4,Demo Village 31,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 31, Demo Block 4",26.745209,73.726408,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-14,2861000,3085000,3294000,2023-03-16,0,IA-S05-01-01,2023-05-15,2023-06-07,2023-11-09,2023-10-23,COMPLETION,COMPLETED,100.0,2844000,2844000,SYNTHETIC_V2,True
W-003420,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 1,Demo Block 5,Demo Village 38,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 38, Demo Block 5",11.258287,78.641804,SYNTHETIC_PROTOTYPE_COORDINATE,2023-02-25,6349000,6616000,,,0,IA-S06-01-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003421,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 1,Demo Village 4,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 4, Demo Block 1",15.468276,79.651278,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-08,8142000,8703000,,,0,IA-S01-02-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003422,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 2,Demo Village 11,Education,library building,"Construction and improvement of library building at Demo Village 11, Demo Block 2",15.129696,75.662036,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-19,8821000,8488000,9050000,2023-05-13,0,IA-S02-02-01,2023-07-04,2023-07-04,2024-08-14,,EXECUTION,ONGOING,92,6953000,,SYNTHETIC_V2,True
W-003423,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 3,Demo Village 18,Roads,rural road,"Construction and improvement of rural road at Demo Village 18, Demo Block 3",19.245436,74.978151,SYNTHETIC_PROTOTYPE_COORDINATE,2023-03-30,1942000,1901000,1944000,2023-04-24,0,IA-S03-02-01,2023-05-31,2023-06-21,2026-12-27,,EXECUTION,ONGOING,71.1,1657000,,SYNTHETIC_V2,True
W-003424,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Demo Block 4,Demo Village 25,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 25, Demo Block 4",20.358636,84.38521,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-10,783000,811000,807000,2023-06-18,0,IA-S04-02-01,2023-08-01,2023-08-29,2024-02-07,,EXECUTION,ONGOING,86.6,661000,,SYNTHETIC_V2,True
W-003425,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Demo Block 5,Demo Village 32,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 32, Demo Block 5",26.46507,73.802783,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-21,6198000,6050000,5684000,2023-07-23,0,IA-S05-02-01,2023-08-07,2023-08-18,2027-05-02,,EXECUTION,ONGOING,92,5776000,,SYNTHETIC_V2,True
W-003426,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 2,Demo Block 1,Demo Village 39,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 39, Demo Block 1",10.981636,78.710835,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-02,9132000,9743000,9734000,2023-08-08,0,IA-S06-02-01,2023-09-09,2023-10-10,2026-11-26,,EXECUTION,ONGOING,92,10064000,,SYNTHETIC_V2,True
W-003427,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,Demo Block 2,Demo Village 5,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 5, Demo Block 2",15.189948,79.723019,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-13,5449000,5765000,5144000,2023-07-02,0,IA-S01-02-01,2023-08-20,2023-09-10,2026-12-24,,EXECUTION,ONGOING,79.6,5265000,,SYNTHETIC_V2,True
W-003428,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Demo Block 3,Demo Village 12,Education,library building,"Construction and improvement of library building at Demo Village 12, Demo Block 3",15.202553,75.737824,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-24,2752000,2790000,2972000,2023-09-04,0,IA-S02-02-01,2023-10-25,2023-11-05,2027-03-19,,EXECUTION,ONGOING,59.9,2019000,,SYNTHETIC_V2,True
W-003429,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,Demo Block 4,Demo Village 19,Roads,rural road,"Construction and improvement of rural road at Demo Village 19, Demo Block 4",19.315373,75.046655,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-04,5799000,6076000,6308000,2023-08-10,0,IA-S03-02-01,2023-08-29,2023-09-28,2024-09-26,2024-09-29,COMPLETION,COMPLETED,100.0,8215000,8215000,SYNTHETIC_V2,True
W-003430,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,Demo Block 5,Demo Village 26,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 26, Demo Block 5",20.426972,84.457861,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-15,1844000,1838000,1878000,2023-08-01,0,IA-S04-02-01,2023-09-19,2023-10-18,2024-02-25,2024-04-04,COMPLETION,COMPLETED,100.0,1628000,1628000,SYNTHETIC_V2,True
W-003431,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,Demo Block 1,Demo Village 33,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 33, Demo Block 1",26.537012,73.871473,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-26,973000,1016000,1083000,2023-10-03,0,IA-S05-02-01,2023-12-05,2023-12-28,2025-04-07,2025-07-11,COMPLETION,COMPLETED,100.0,963000,963000,SYNTHETIC_V2,True
W-003432,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 2,Demo Block 2,Demo Village 40,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 40, Demo Block 2",11.051781,78.782771,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-07,4443000,4576000,4707000,2023-09-21,0,IA-S06-02-01,2023-10-25,2023-11-01,2024-07-29,2024-10-26,COMPLETION,COMPLETED,100.0,4429000,4429000,SYNTHETIC_V2,True
W-003433,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 2,Demo Block 3,Demo Village 6,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 6, Demo Block 3",15.264688,79.795725,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-18,11826000,11200000,11021000,2023-09-06,0,IA-S01-02-01,2023-09-29,2023-11-08,2024-09-29,2025-02-13,COMPLETION,COMPLETED,100.0,9977000,9977000,SYNTHETIC_V2,True
W-003434,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 2,Demo Block 4,Demo Village 13,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 13, Demo Block 4",15.278992,75.807534,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-29,5353000,5693000,5304000,2023-09-30,0,IA-S02-02-01,2023-10-23,2023-11-26,2024-11-02,2024-10-17,COMPLETION,COMPLETED,100.0,4718000,4718000,SYNTHETIC_V2,True
W-003435,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 2,Demo Block 5,Demo Village 20,Education,school classroom,"Construction and improvement of school classroom at Demo Village 20, Demo Block 5",19.385179,75.122255,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-09,1135000,1159000,1213000,2023-11-06,0,IA-S03-02-01,2023-12-25,2024-01-06,2024-06-05,2024-06-30,COMPLETION,COMPLETED,100.0,1468000,1468000,SYNTHETIC_V2,True
W-003436,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Demo Block 1,Demo Village 27,Roads,approach road,"Construction and improvement of approach road at Demo Village 27, Demo Block 1",20.500947,84.531583,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-20,9344000,9896000,9000000,2023-11-22,0,IA-S04-02-01,2024-01-15,2024-02-23,2024-10-27,2025-03-25,COMPLETION,COMPLETED,100.0,8762000,8762000,SYNTHETIC_V2,True
W-003437,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Demo Block 2,Demo Village 34,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 34, Demo Block 2",26.613754,73.944315,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-31,9848000,9685000,9982000,2023-11-04,0,IA-S05-02-01,2023-12-20,2024-01-10,2024-08-27,2024-08-17,COMPLETION,COMPLETED,100.0,9522000,9522000,SYNTHETIC_V2,True
W-003438,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 2,Demo Block 3,Demo Village 41,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 41, Demo Block 3",11.121745,78.855739,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-11,9346000,8768000,8175000,2023-11-30,0,IA-S06-02-01,2023-12-22,2024-01-09,2024-08-27,2024-11-16,COMPLETION,COMPLETED,100.0,7683000,7683000,SYNTHETIC_V2,True
W-003439,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 3,Demo Block 4,Demo Village 7,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 7, Demo Block 4",15.336289,79.868791,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-22,2821000,2672000,2378000,2024-01-03,0,IA-S01-03-01,2024-02-18,2024-03-10,2025-04-06,2025-06-10,COMPLETION,COMPLETED,100.0,2140000,2140000,SYNTHETIC_V2,True
W-003440,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 3,Demo Block 5,Demo Village 14,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 14, Demo Block 5",15.345838,75.877975,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-03,10415000,10221000,,,0,IA-S02-03-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003441,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Demo Block 1,Demo Village 21,Education,school classroom,"Construction and improvement of school classroom at Demo Village 21, Demo Block 1",19.461912,74.822501,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-14,584000,631000,,,0,IA-S03-03-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003442,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Demo Block 2,Demo Village 28,Roads,approach road,"Construction and improvement of approach road at Demo Village 28, Demo Block 2",20.571745,84.230662,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-25,674000,650000,647000,2024-01-26,0,IA-S04-03-01,2024-02-27,2024-03-16,2027-01-11,,EXECUTION,ONGOING,92,620000,,SYNTHETIC_V2,True
W-003443,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Demo Block 3,Demo Village 35,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 35, Demo Block 3",26.683555,73.644261,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-05,6303000,6196000,5521000,2023-12-07,1,IA-S05-03-01,2023-12-24,2023-12-23,2026-10-16,,EXECUTION,ONGOING,92,5653000,,SYNTHETIC_V2,True
W-003444,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 3,Demo Block 4,Demo Village 1,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 1, Demo Block 4",11.193193,78.556304,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-16,3729000,3558000,3553000,2024-01-04,0,IA-S06-03-01,2024-02-23,2024-02-18,2026-10-18,,EXECUTION,ONGOING,88.3,3822000,,SYNTHETIC_V2,True
W-003445,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Demo Block 5,Demo Village 8,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 8, Demo Block 5",15.408543,79.566764,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-27,10800000,10312000,9536000,2023-12-22,0,IA-S01-03-01,2024-02-12,2024-03-05,2027-04-25,,EXECUTION,ONGOING,80.3,5936000,,SYNTHETIC_V2,True
W-003446,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Demo Block 1,Demo Village 15,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 15, Demo Block 1",15.419205,75.577738,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-08,4206000,4535000,4804000,2024-03-13,0,IA-S02-03-01,2024-04-27,2024-04-22,2025-08-14,,EXECUTION,ONGOING,67.1,3251000,,SYNTHETIC_V2,True
W-003447,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 3,Demo Block 2,Demo Village 22,Education,school classroom,"Construction and improvement of school classroom at Demo Village 22, Demo Block 2",19.529669,74.894165,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-19,9242000,9619000,9844000,2024-02-07,0,IA-S03-03-01,2024-03-28,2024-04-21,2027-03-05,,EXECUTION,ONGOING,84.5,8215000,,SYNTHETIC_V2,True
W-003448,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 3,Demo Block 3,Demo Village 29,Roads,approach road,"Construction and improvement of approach road at Demo Village 29, Demo Block 3",20.643828,84.303869,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-30,1048000,1133000,1166000,2024-01-28,0,IA-S04-03-01,2024-02-20,2024-03-20,2026-12-21,,EXECUTION,ONGOING,80.7,928000,,SYNTHETIC_V2,True
W-003449,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Demo Block 4,Demo Village 36,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 36, Demo Block 4",26.755512,73.714915,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-10,7663000,7733000,7264000,2024-03-17,1,IA-S05-03-01,2024-04-22,2024-05-06,2025-03-29,2025-04-06,COMPLETION,COMPLETED,100.0,6674000,6674000,SYNTHETIC_V2,True
W-003450,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 3,Demo Block 5,Demo Village 2,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 2, Demo Block 5",11.2655,78.625271,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-21,8798000,9375000,9344000,2024-04-11,0,IA-S06-03-01,2024-06-08,2024-07-17,2025-05-14,2025-07-18,COMPLETION,COMPLETED,100.0,8664000,8664000,SYNTHETIC_V2,True
W-003451,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Demo Block 1,Demo Village 9,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 9, Demo Block 1",15.131667,79.638013,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-01,1612000,1514000,1349000,2024-04-12,0,IA-S01-03-01,2024-06-16,2024-07-17,2025-06-28,2025-07-04,COMPLETION,COMPLETED,100.0,1326000,1326000,SYNTHETIC_V2,True
W-003452,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,Demo Block 2,Demo Village 16,Health,community clinic,"Construction and improvement of community clinic at Demo Village 16, Demo Block 2",15.145567,75.652077,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-12,12610000,11832000,11157000,2024-04-18,0,IA-S02-03-01,2024-06-08,2024-06-17,2024-11-07,2024-12-10,COMPLETION,COMPLETED,100.0,9514000,9514000,SYNTHETIC_V2,True
W-003453,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,Demo Block 3,Demo Village 23,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 23, Demo Block 3",19.254778,74.961637,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-23,600000,639000,582000,2024-04-15,0,IA-S03-03-01,2024-06-07,2024-06-18,2025-05-03,2025-05-04,COMPLETION,COMPLETED,100.0,520000,520000,SYNTHETIC_V2,True
W-003454,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,Demo Block 4,Demo Village 30,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 30, Demo Block 4",20.368082,84.377892,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-05,993000,948000,850000,2024-05-30,0,IA-S04-03-01,2024-07-23,2024-08-25,2025-07-26,2025-06-24,COMPLETION,COMPLETED,100.0,766000,766000,SYNTHETIC_V2,True
W-003455,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,Demo Block 5,Demo Village 37,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 37, Demo Block 5",26.480716,73.789776,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-16,10116000,10843000,10743000,2024-04-11,0,IA-S05-03-01,2024-05-27,2024-06-30,2025-02-19,2025-05-13,COMPLETION,COMPLETED,100.0,10616000,10616000,SYNTHETIC_V2,True
W-003456,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 3,Demo Block 1,Demo Village 3,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 3, Demo Block 1",10.993949,78.699814,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-27,7478000,7650000,7184000,2024-06-22,0,IA-S06-03-01,2024-08-07,2024-08-17,2025-03-26,2025-04-07,COMPLETION,COMPLETED,100.0,6267000,6267000,SYNTHETIC_V2,True
W-003457,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 1,Demo Block 2,Demo Village 10,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 10, Demo Block 2",15.204631,79.710941,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-07,6856000,7241000,6589000,2024-05-08,0,IA-S01-01-02,2024-06-30,2024-08-02,2025-03-20,2025-05-03,COMPLETION,COMPLETED,100.0,6214000,6214000,SYNTHETIC_V2,True
W-003458,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,Demo Block 3,Demo Village 17,Health,community clinic,"Construction and improvement of community clinic at Demo Village 17, Demo Block 3",15.215409,75.722951,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-18,7875000,7854000,7925000,2024-05-27,0,IA-S02-01-02,2024-07-27,2024-08-06,2025-07-03,2025-07-08,COMPLETION,COMPLETED,100.0,7574000,7574000,SYNTHETIC_V2,True
W-003459,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Demo Block 4,Demo Village 24,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 24, Demo Block 4",19.3307,75.035932,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-29,5982000,6451000,5714000,2024-05-20,0,IA-S03-01-02,2024-07-20,2024-08-29,2025-06-30,2025-11-07,COMPLETION,COMPLETED,100.0,6726000,6726000,SYNTHETIC_V2,True
W-003460,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,Demo Block 5,Demo Village 31,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 31, Demo Block 5",20.437415,84.445336,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-10,11925000,11070000,,,0,IA-S04-01-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003461,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Demo Block 1,Demo Village 38,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 38, Demo Block 1",26.55211,73.858851,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-21,5014000,5320000,,,0,IA-S05-01-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003462,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 1,Demo Block 2,Demo Village 4,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 4, Demo Block 2",11.065067,78.772141,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-01,4687000,4950000,5273000,2024-07-22,0,IA-S06-01-02,2024-08-06,2024-08-07,2026-12-17,,EXECUTION,ONGOING,92,4644000,,SYNTHETIC_V2,True
W-003463,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 1,Demo Block 3,Demo Village 11,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 11, Demo Block 3",15.273644,79.784979,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-12,2278000,2226000,2216000,2024-09-22,0,IA-S01-01-02,2024-11-14,2024-11-26,2026-10-22,,EXECUTION,ONGOING,84.7,2035000,,SYNTHETIC_V2,True
W-003464,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Demo Block 4,Demo Village 18,Health,community clinic,"Construction and improvement of community clinic at Demo Village 18, Demo Block 4",15.288568,75.797593,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-23,1283000,1224000,1280000,2024-08-06,1,IA-S02-01-02,2024-08-21,2024-09-05,2027-01-15,,EXECUTION,ONGOING,83.8,1199000,,SYNTHETIC_V2,True
W-003465,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Demo Block 5,Demo Village 25,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 25, Demo Block 5",19.399029,75.1059,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-04,4271000,4245000,3893000,2024-07-27,0,IA-S03-01-02,2024-08-28,2024-09-05,2025-10-09,,EXECUTION,ONGOING,89.5,3835000,,SYNTHETIC_V2,True
W-003466,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 1,Demo Village 32,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 32, Demo Block 1",20.514958,84.520182,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-15,4505000,4604000,4094000,2024-09-26,0,IA-S04-01-02,2024-11-12,2024-11-13,2026-11-12,,EXECUTION,ONGOING,92,3097000,,SYNTHETIC_V2,True
W-003467,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 2,Demo Village 39,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 39, Demo Block 2",26.626402,73.93041,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-26,2362000,2321000,2259000,2024-09-30,0,IA-S05-01-02,2024-11-07,2024-11-07,2027-01-22,,EXECUTION,ONGOING,92,1862000,,SYNTHETIC_V2,True
W-003468,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 3,Demo Village 5,Roads,rural road,"Construction and improvement of rural road at Demo Village 5, Demo Block 3",11.135521,78.842317,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-06,11046000,11483000,11606000,2024-11-14,0,IA-S06-01-02,2025-01-06,2025-01-30,2026-12-10,,EXECUTION,ONGOING,91.8,10766000,,SYNTHETIC_V2,True
