work_id,completion_date,completion_marked_date,final_expenditure_inr,utilization_certificate_status,utilization_certificate_date,asset_id,asset_type,user_agency,asset_register_entry,handover_date,public_use_date,audit_status,audit_date,audit_observation_category,compliance_status,maintenance_agency,completion_photo_reference,source_type,synthetic_marker
W-002220,2026-08-31,2026-09-08,2219000,Submitted,2026-09-05,ASSET-W-002220,Water Tank,Demo Village 9 Demo User Agency,Yes,2026-09-15,2026-09-01,Completed,2027-01-12,None recorded,Compliant,Demo Village 9 Demo Local Body,demo://photos/W-002220/completion,SYNTHETIC_PROTOTYPE,True
W-002221,2026-08-31,2026-09-06,1450000,Submitted,2026-10-11,ASSET-W-002221,Public Waiting Hall,Demo Village 25 Demo User Agency,Yes,2026-09-17,2026-09-20,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-002221/completion,SYNTHETIC_PROTOTYPE,True
W-002222,2026-08-31,2026-09-07,1620000,Submitted,2026-09-20,ASSET-W-002222,Water Tank,Demo Village 10 Demo User Agency,Yes,2026-09-17,2026-09-14,Pending,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-002222/completion,SYNTHETIC_PROTOTYPE,True
W-002223,2026-08-31,2026-09-10,3662000,Submitted,2026-09-12,ASSET-W-002223,Rural Road,Demo Village 27 Demo User Agency,Yes,2026-09-06,2026-09-21,Pending,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-002223/completion,SYNTHETIC_PROTOTYPE,True
W-002225,2026-08-31,2026-09-05,2451000,Submitted,2026-09-25,ASSET-W-002225,RO Water Plant,Demo Village 25 Demo User Agency,Yes,2026-09-14,2026-09-01,Not Due,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-002225/completion,SYNTHETIC_PROTOTYPE,True
W-002226,2026-08-31,2026-09-02,3708000,Submitted,2026-10-15,ASSET-W-002226,CC Road,Demo Village 34 Demo User Agency,Yes,2026-09-04,2026-09-28,Not Due,,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-002226/completion,SYNTHETIC_PROTOTYPE,True
W-002228,2026-08-31,2026-09-05,2086000,Submitted,2026-09-11,ASSET-W-002228,Solar Street Lights,Demo Village 2 Demo User Agency,Yes,2026-09-04,2026-09-15,Pending,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-002228/completion,SYNTHETIC_PROTOTYPE,True
W-002232,2026-08-31,2026-09-04,1174000,Submitted,2026-09-28,ASSET-W-002232,Solar Street Lights,Demo Village 24 Demo User Agency,Yes,2026-09-01,2026-09-29,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002232/completion,SYNTHETIC_PROTOTYPE,True
W-002233,2026-08-31,2026-09-04,2851000,Submitted,2026-09-25,ASSET-W-002233,Borewell,Demo Village 10 Demo User Agency,Yes,2026-09-12,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-002233/completion,SYNTHETIC_PROTOTYPE,True
W-002234,2026-08-31,2026-08-31,2080000,Submitted,2026-10-08,ASSET-W-002234,Drainage,Demo Village 24 Demo User Agency,Yes,2026-09-14,2026-09-16,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002234/completion,SYNTHETIC_PROTOTYPE,True
W-002235,2026-08-31,2026-09-06,3296000,Submitted,2026-09-30,ASSET-W-002235,Health Sub-Centre,Demo Village 34 Demo User Agency,Yes,2026-09-11,2026-09-20,Completed,2026-12-17,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-002235/completion,SYNTHETIC_PROTOTYPE,True
W-002236,2026-08-31,2026-09-05,1553000,Submitted,2026-09-19,ASSET-W-002236,Solar Community Lighting,Demo Village 18 Demo User Agency,Yes,2026-09-16,2026-09-08,Pending,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-002236/completion,SYNTHETIC_PROTOTYPE,True
W-002238,2026-08-31,2026-09-10,3031000,Submitted,2026-10-03,ASSET-W-002238,Community Hall,Demo Village 3 Demo User Agency,Yes,2026-09-16,2026-09-26,Completed,2027-02-02,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-002238/completion,SYNTHETIC_PROTOTYPE,True
W-002241,2026-08-31,2026-09-07,2158000,Submitted,2026-09-25,ASSET-W-002241,Small Bridge,Demo Village 11 Demo User Agency,Yes,2026-09-05,2026-09-28,Pending,,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-002241/completion,SYNTHETIC_PROTOTYPE,True
W-002243,2026-08-31,2026-09-08,1257000,Submitted,2026-10-10,ASSET-W-002243,Solar Public Facility,Demo Village 6 Demo User Agency,Yes,2026-09-16,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-002243/completion,SYNTHETIC_PROTOTYPE,True
W-002244,2026-08-31,2026-08-31,1266000,Submitted,2026-09-21,ASSET-W-002244,School Toilet,Demo Village 3 Demo User Agency,Yes,2026-09-19,2026-09-14,Not Due,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-002244/completion,SYNTHETIC_PROTOTYPE,True
W-002245,2026-08-31,2026-09-08,1034000,Submitted,2026-09-08,ASSET-W-002245,RO Water Plant,Demo Village 31 Demo User Agency,Yes,2026-09-15,2026-09-28,Pending,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-002245/completion,SYNTHETIC_PROTOTYPE,True
W-002246,2026-08-31,2026-09-10,3129000,Submitted,2026-09-17,ASSET-W-002246,PHC Equipment Room,Demo Village 25 Demo User Agency,Yes,2026-09-09,2026-09-08,Completed,2026-11-24,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-002246/completion,SYNTHETIC_PROTOTYPE,True
W-002248,2026-08-31,2026-08-31,2964000,Submitted,2026-09-07,ASSET-W-002248,Anganwadi Building,Demo Village 30 Demo User Agency,Yes,2026-09-08,2026-09-02,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-002248/completion,SYNTHETIC_PROTOTYPE,True
W-002253,2026-08-31,2026-09-01,1398000,Submitted,2026-09-05,ASSET-W-002253,Playground Development,Demo Village 17 Demo User Agency,Yes,2026-09-04,2026-09-01,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-002253/completion,SYNTHETIC_PROTOTYPE,True
W-002255,2026-08-31,2026-09-07,3345000,Submitted,2026-10-06,ASSET-W-002255,Health Sub-Centre,Demo Village 5 Demo User Agency,Yes,2026-09-20,2026-09-21,Pending,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-002255/completion,SYNTHETIC_PROTOTYPE,True
W-002257,2026-08-31,2026-09-10,1194000,Submitted,2026-09-23,ASSET-W-002257,Community Sanitation,Demo Village 26 Demo User Agency,Yes,2026-09-07,2026-09-26,Not Due,,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-002257/completion,SYNTHETIC_PROTOTYPE,True
W-002258,2026-08-31,2026-09-09,822000,Submitted,2026-10-14,ASSET-W-002258,Solar Community Lighting,Demo Village 17 Demo User Agency,Yes,2026-09-04,2026-09-20,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-002258/completion,SYNTHETIC_PROTOTYPE,True
W-002259,2026-08-31,2026-09-10,2649000,Submitted,2026-09-15,ASSET-W-002259,RO Water Plant,Demo Village 12 Demo User Agency,Yes,2026-09-17,2026-09-22,Pending,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-002259/completion,SYNTHETIC_PROTOTYPE,True
W-002263,2026-08-31,2026-09-05,2879000,Submitted,2026-09-13,ASSET-W-002263,Ambulance Shelter,Demo Village 19 Demo User Agency,Yes,2026-09-11,2026-09-29,Pending,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-002263/completion,SYNTHETIC_PROTOTYPE,True
W-002265,2026-08-31,2026-09-08,1123000,Submitted,2026-09-05,ASSET-W-002265,Community Sanitation,Demo Village 4 Demo User Agency,Yes,2026-09-03,2026-09-14,Completed,2026-11-29,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-002265/completion,SYNTHETIC_PROTOTYPE,True
W-002266,2026-08-31,2026-09-08,3792000,Submitted,2026-09-10,ASSET-W-002266,Health Sub-Centre,Demo Village 33 Demo User Agency,Yes,2026-09-10,2026-09-23,Not Due,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-002266/completion,SYNTHETIC_PROTOTYPE,True
W-002268,2026-08-31,2026-09-04,3132000,Submitted,2026-10-06,ASSET-W-002268,PHC Equipment Room,Demo Village 24 Demo User Agency,Yes,2026-09-07,2026-09-13,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002268/completion,SYNTHETIC_PROTOTYPE,True
W-002269,2026-08-31,2026-09-05,1443000,Submitted,2026-10-08,ASSET-W-002269,Public Health Facility,Demo Village 2 Demo User Agency,Yes,2026-09-14,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-002269/completion,SYNTHETIC_PROTOTYPE,True
W-002273,2026-08-31,2026-09-04,2028000,Submitted,2026-09-23,ASSET-W-002273,Solar Community Lighting,Demo Village 22 Demo User Agency,Yes,2026-09-16,2026-09-17,Not Due,,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-002273/completion,SYNTHETIC_PROTOTYPE,True
W-002274,2026-08-31,2026-09-06,2633000,Submitted,2026-09-13,ASSET-W-002274,Anganwadi Building,Demo Village 25 Demo User Agency,Yes,2026-09-04,2026-09-23,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-002274/completion,SYNTHETIC_PROTOTYPE,True
W-002275,2026-08-31,2026-09-02,3782000,Submitted,2026-10-01,ASSET-W-002275,Public Waiting Hall,Demo Village 7 Demo User Agency,Yes,2026-09-13,2026-09-18,Pending,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-002275/completion,SYNTHETIC_PROTOTYPE,True
W-002276,2026-08-31,2026-09-10,2646000,Submitted,2026-09-14,ASSET-W-002276,RO Water Plant,Demo Village 12 Demo User Agency,Yes,2026-09-03,2026-09-09,Completed,2026-10-14,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-002276/completion,SYNTHETIC_PROTOTYPE,True
W-002278,2026-08-31,2026-09-09,3061000,Submitted,2026-09-07,ASSET-W-002278,Public Health Facility,Demo Village 12 Demo User Agency,Yes,2026-09-08,2026-09-24,Completed,2026-12-01,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-002278/completion,SYNTHETIC_PROTOTYPE,True
W-002279,2026-08-31,2026-09-01,2917000,Submitted,2026-09-29,ASSET-W-002279,School Toilet,Demo Village 35 Demo User Agency,Yes,2026-09-02,2026-09-13,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002279/completion,SYNTHETIC_PROTOTYPE,True
W-002282,2026-08-31,2026-09-09,1804000,Submitted,2026-10-05,ASSET-W-002282,Small Bridge,Demo Village 11 Demo User Agency,Yes,2026-09-17,2026-09-19,Completed,2026-10-02,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-002282/completion,SYNTHETIC_PROTOTYPE,True
W-002284,2026-08-31,2026-09-02,1553000,Submitted,2026-09-19,ASSET-W-002284,Community Sanitation,Demo Village 35 Demo User Agency,Yes,2026-09-05,2026-09-21,Pending,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002284/completion,SYNTHETIC_PROTOTYPE,True
W-002285,2026-08-31,2026-09-06,955000,Not Submitted,,ASSET-W-002285,Solar Community Lighting,Demo Village 33 Demo User Agency,Pending,2026-09-19,2026-09-29,Pending,,Documentation / closure review,Review Required,Demo Village 33 Demo Local Body,demo://photos/W-002285/completion,SYNTHETIC_PROTOTYPE,True
W-002287,2026-08-31,2026-09-06,3016000,Submitted,2026-10-12,ASSET-W-002287,Anganwadi Building,Demo Village 35 Demo User Agency,Yes,2026-09-05,2026-09-09,Completed,2027-02-19,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002287/completion,SYNTHETIC_PROTOTYPE,True
W-002288,2026-08-31,2026-08-31,540000,Submitted,2026-09-08,ASSET-W-002288,Solar Public Facility,Demo Village 18 Demo User Agency,Yes,2026-09-06,2026-09-05,Not Due,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-002288/completion,SYNTHETIC_PROTOTYPE,True
W-002289,2026-08-31,2026-09-08,3900000,Submitted,2026-10-02,ASSET-W-002289,Health Sub-Centre,Demo Village 30 Demo User Agency,Yes,2026-09-18,2026-09-16,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-002289/completion,SYNTHETIC_PROTOTYPE,True
W-002290,2026-08-31,2026-09-05,2190000,Submitted,2026-09-14,ASSET-W-002290,Borewell,Demo Village 2 Demo User Agency,Yes,2026-09-12,2026-09-23,Completed,2027-02-16,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-002290/completion,SYNTHETIC_PROTOTYPE,True
W-002295,2026-08-31,2026-08-31,2591000,Submitted,2026-10-14,ASSET-W-002295,Open Gym,Demo Village 11 Demo User Agency,Yes,2026-09-20,2026-09-24,Completed,2026-11-19,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-002295/completion,SYNTHETIC_PROTOTYPE,True
W-002296,2026-08-31,2026-09-02,1595000,Submitted,2026-09-06,ASSET-W-002296,Open Gym,Demo Village 5 Demo User Agency,Yes,2026-09-10,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-002296/completion,SYNTHETIC_PROTOTYPE,True
W-002297,2026-08-31,2026-09-01,750000,Submitted,2026-09-28,ASSET-W-002297,Community Sanitation,Demo Village 7 Demo User Agency,Yes,2026-09-15,2026-09-12,Pending,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-002297/completion,SYNTHETIC_PROTOTYPE,True
W-002298,2026-08-31,2026-09-08,2935000,Submitted,2026-10-03,ASSET-W-002298,School Toilet,Demo Village 10 Demo User Agency,Yes,2026-09-11,2026-09-05,Not Due,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-002298/completion,SYNTHETIC_PROTOTYPE,True
W-002299,2026-08-31,2026-09-02,3100000,Submitted,2026-10-13,ASSET-W-002299,Public Waiting Hall,Demo Village 20 Demo User Agency,Yes,2026-09-02,2026-09-18,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-002299/completion,SYNTHETIC_PROTOTYPE,True
W-002301,2026-08-31,2026-09-07,1339000,Submitted,2026-09-20,ASSET-W-002301,Solid Waste Shed,Demo Village 35 Demo User Agency,Yes,2026-09-19,2026-09-10,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002301/completion,SYNTHETIC_PROTOTYPE,True
W-002302,2026-08-31,2026-09-06,653000,Submitted,2026-10-09,ASSET-W-002302,Community Sanitation,Demo Village 25 Demo User Agency,Yes,2026-09-06,2026-09-15,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-002302/completion,SYNTHETIC_PROTOTYPE,True
W-002303,2026-08-31,2026-09-06,891000,Submitted,2026-09-15,ASSET-W-002303,Solar Community Lighting,Demo Village 29 Demo User Agency,Yes,2026-09-13,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-002303/completion,SYNTHETIC_PROTOTYPE,True
W-002304,2026-08-31,2026-09-09,3134000,Submitted,2026-10-15,ASSET-W-002304,Borewell,Demo Village 35 Demo User Agency,Yes,2026-09-05,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002304/completion,SYNTHETIC_PROTOTYPE,True
W-002306,2026-08-31,2026-09-05,1581000,Submitted,2026-09-08,ASSET-W-002306,Borewell,Demo Village 19 Demo User Agency,Yes,2026-09-10,2026-09-11,Completed,2026-10-27,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-002306/completion,SYNTHETIC_PROTOTYPE,True
W-002307,2026-08-31,2026-09-01,1128000,Submitted,2026-10-05,ASSET-W-002307,Community Hall,Demo Village 22 Demo User Agency,Yes,2026-09-06,2026-09-07,Completed,2026-10-18,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-002307/completion,SYNTHETIC_PROTOTYPE,True
W-002308,2026-08-31,2026-09-08,2104000,Submitted,2026-09-19,ASSET-W-002308,Solid Waste Shed,Demo Village 20 Demo User Agency,Yes,2026-09-07,2026-09-01,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-002308/completion,SYNTHETIC_PROTOTYPE,True
W-002309,2026-08-31,2026-09-05,3686000,Submitted,2026-09-12,ASSET-W-002309,Bus Shelter,Demo Village 28 Demo User Agency,Yes,2026-09-01,2026-09-26,Pending,,None recorded,Compliant,Demo Village 28 Demo Local Body,demo://photos/W-002309/completion,SYNTHETIC_PROTOTYPE,True
W-002310,2026-08-31,2026-09-10,1222000,Submitted,2026-09-15,ASSET-W-002310,Anganwadi Building,Demo Village 16 Demo User Agency,Yes,2026-09-07,2026-09-02,Pending,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-002310/completion,SYNTHETIC_PROTOTYPE,True
W-002311,2026-08-31,2026-09-06,4066000,Submitted,2026-10-10,ASSET-W-002311,Anganwadi Building,Demo Village 32 Demo User Agency,Yes,2026-09-09,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-002311/completion,SYNTHETIC_PROTOTYPE,True
W-002314,2026-08-31,2026-09-07,1821000,Submitted,2026-09-06,ASSET-W-002314,Health Sub-Centre,Demo Village 27 Demo User Agency,Yes,2026-09-16,2026-09-08,Completed,2026-12-09,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-002314/completion,SYNTHETIC_PROTOTYPE,True
W-002315,2026-08-31,2026-09-02,3819000,Submitted,2026-10-05,ASSET-W-002315,Anganwadi Building,Demo Village 27 Demo User Agency,Yes,2026-09-05,2026-09-25,Completed,2027-02-09,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-002315/completion,SYNTHETIC_PROTOTYPE,True
W-002316,2026-08-31,2026-09-01,3676000,Submitted,2026-10-04,ASSET-W-002316,PHC Equipment Room,Demo Village 16 Demo User Agency,Yes,2026-09-06,2026-09-05,Completed,2026-12-18,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-002316/completion,SYNTHETIC_PROTOTYPE,True
W-002317,2026-08-31,2026-09-05,1632000,Submitted,2026-09-21,ASSET-W-002317,Sports Equipment Facility,Demo Village 26 Demo User Agency,Yes,2026-09-08,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-002317/completion,SYNTHETIC_PROTOTYPE,True
W-002318,2026-08-31,2026-09-02,2354000,Submitted,2026-09-30,ASSET-W-002318,Solar Public Facility,Demo Village 6 Demo User Agency,Yes,2026-09-06,2026-09-22,Pending,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-002318/completion,SYNTHETIC_PROTOTYPE,True
W-002319,2026-08-31,2026-09-01,996000,Submitted,2026-10-07,ASSET-W-002319,Indoor Sports Hall,Demo Village 2 Demo User Agency,Yes,2026-09-06,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-002319/completion,SYNTHETIC_PROTOTYPE,True
W-002321,2026-08-31,2026-09-07,1831000,Submitted,2026-09-26,ASSET-W-002321,Drainage,Demo Village 6 Demo User Agency,Yes,2026-09-14,2026-09-22,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-002321/completion,SYNTHETIC_PROTOTYPE,True
W-002322,2026-08-31,2026-09-02,3148000,Submitted,2026-10-09,ASSET-W-002322,Library Room,Demo Village 5 Demo User Agency,Yes,2026-09-20,2026-09-15,Completed,2026-11-20,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-002322/completion,SYNTHETIC_PROTOTYPE,True
W-002323,2026-08-31,2026-09-05,4016000,Submitted,2026-09-19,ASSET-W-002323,Approach Road,Demo Village 23 Demo User Agency,Yes,2026-09-15,2026-09-10,Not Due,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-002323/completion,SYNTHETIC_PROTOTYPE,True
W-002324,2026-08-31,2026-09-10,1333000,Submitted,2026-10-04,ASSET-W-002324,Community Sanitation,Demo Village 23 Demo User Agency,Yes,2026-09-05,2026-09-01,Not Due,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-002324/completion,SYNTHETIC_PROTOTYPE,True
W-002325,2026-08-31,2026-09-08,3825000,Submitted,2026-09-12,ASSET-W-002325,Public Waiting Hall,Demo Village 7 Demo User Agency,Yes,2026-09-13,2026-09-23,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-002325/completion,SYNTHETIC_PROTOTYPE,True
W-002326,2026-08-31,2026-09-04,4289000,Submitted,2026-09-23,ASSET-W-002326,Health Sub-Centre,Demo Village 20 Demo User Agency,Yes,2026-09-17,2026-09-05,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-002326/completion,SYNTHETIC_PROTOTYPE,True
W-002330,2026-08-31,2026-09-02,1547000,Submitted,2026-09-24,ASSET-W-002330,Water Tank,Demo Village 24 Demo User Agency,Yes,2026-09-18,2026-09-22,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002330/completion,SYNTHETIC_PROTOTYPE,True
W-002331,2026-08-31,2026-09-08,2038000,Submitted,2026-10-14,ASSET-W-002331,Sports Equipment Facility,Demo Village 29 Demo User Agency,Yes,2026-09-20,2026-09-05,Completed,2027-02-17,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-002331/completion,SYNTHETIC_PROTOTYPE,True
W-002332,2026-08-31,2026-09-01,1426000,Submitted,2026-09-07,ASSET-W-002332,Public Waiting Hall,Demo Village 35 Demo User Agency,Yes,2026-09-07,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002332/completion,SYNTHETIC_PROTOTYPE,True
W-002333,2026-08-31,2026-09-07,1042000,Submitted,2026-09-17,ASSET-W-002333,Sports Equipment Facility,Demo Village 27 Demo User Agency,Yes,2026-09-19,2026-09-28,Pending,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-002333/completion,SYNTHETIC_PROTOTYPE,True
W-002334,2026-08-31,2026-09-09,2571000,Submitted,2026-09-28,ASSET-W-002334,School Classroom,Demo Village 29 Demo User Agency,Yes,2026-09-09,2026-09-10,Pending,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-002334/completion,SYNTHETIC_PROTOTYPE,True
W-002335,2026-08-31,2026-09-10,1877000,Submitted,2026-09-18,ASSET-W-002335,Bus Shelter,Demo Village 24 Demo User Agency,Yes,2026-09-03,2026-09-15,Completed,2027-01-12,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002335/completion,SYNTHETIC_PROTOTYPE,True
W-002336,2026-08-31,2026-09-03,3572000,Submitted,2026-10-02,ASSET-W-002336,Anganwadi Building,Demo Village 3 Demo User Agency,Yes,2026-09-08,2026-09-27,Not Due,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-002336/completion,SYNTHETIC_PROTOTYPE,True
W-002337,2026-08-31,2026-09-03,1441000,Submitted,2026-09-05,ASSET-W-002337,Rural Road,Demo Village 24 Demo User Agency,Yes,2026-09-19,2026-09-07,Completed,2026-12-21,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002337/completion,SYNTHETIC_PROTOTYPE,True
W-002340,2026-08-31,2026-09-05,3409000,Submitted,2026-10-03,ASSET-W-002340,Public Waiting Hall,Demo Village 20 Demo User Agency,Yes,2026-09-02,2026-09-27,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-002340/completion,SYNTHETIC_PROTOTYPE,True
W-002341,2026-08-31,2026-09-10,980000,Submitted,2026-09-28,ASSET-W-002341,Digital Classroom,Demo Village 35 Demo User Agency,Yes,2026-09-06,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002341/completion,SYNTHETIC_PROTOTYPE,True
W-002342,2026-08-31,2026-08-31,1190000,Submitted,2026-09-05,ASSET-W-002342,Health Sub-Centre,Demo Village 27 Demo User Agency,Yes,2026-09-20,2026-09-06,Completed,2026-12-08,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-002342/completion,SYNTHETIC_PROTOTYPE,True
W-002343,2026-08-31,2026-09-01,1084000,Submitted,2026-09-05,ASSET-W-002343,Drainage,Demo Village 5 Demo User Agency,Yes,2026-09-01,2026-09-27,Completed,2026-11-03,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-002343/completion,SYNTHETIC_PROTOTYPE,True
W-002344,2026-08-31,2026-09-06,1155000,Submitted,2026-10-13,ASSET-W-002344,Sports Equipment Facility,Demo Village 35 Demo User Agency,Yes,2026-09-10,2026-09-14,Pending,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-002344/completion,SYNTHETIC_PROTOTYPE,True
W-002345,2026-08-31,2026-09-03,3108000,Submitted,2026-09-29,ASSET-W-002345,Bus Shelter,Demo Village 31 Demo User Agency,Yes,2026-09-07,2026-09-20,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-002345/completion,SYNTHETIC_PROTOTYPE,True
W-002347,2026-08-31,2026-09-01,1577000,Submitted,2026-09-30,ASSET-W-002347,Approach Road,Demo Village 8 Demo User Agency,Yes,2026-09-13,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-002347/completion,SYNTHETIC_PROTOTYPE,True
W-002349,2026-08-31,2026-09-06,2756000,Submitted,2026-09-12,ASSET-W-002349,Health Sub-Centre,Demo Village 24 Demo User Agency,Yes,2026-09-01,2026-09-09,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-002349/completion,SYNTHETIC_PROTOTYPE,True
W-002350,2026-08-31,2026-08-31,5280000,Submitted,2026-09-11,ASSET-W-002350,CC Road,Demo Village 30 Demo User Agency,Yes,2026-09-05,2026-09-22,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-002350/completion,SYNTHETIC_PROTOTYPE,True
W-002352,2026-08-31,2026-08-31,4441000,Submitted,2026-10-03,ASSET-W-002352,Rural Road,Demo Village 26 Demo User Agency,Yes,2026-09-06,2026-09-18,Completed,2027-01-28,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-002352/completion,SYNTHETIC_PROTOTYPE,True
W-002354,2026-08-31,2026-09-06,2991000,Submitted,2026-09-20,ASSET-W-002354,Library Room,Demo Village 22 Demo User Agency,Yes,2026-09-14,2026-09-27,Completed,2027-01-10,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-002354/completion,SYNTHETIC_PROTOTYPE,True
W-002355,2026-08-31,2026-09-01,1189000,Submitted,2026-10-12,ASSET-W-002355,Public Health Facility,Demo Village 6 Demo User Agency,Yes,2026-09-06,2026-09-04,Completed,2027-02-06,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-002355/completion,SYNTHETIC_PROTOTYPE,True
W-002356,2026-08-31,2026-09-06,1083000,Submitted,2026-10-04,ASSET-W-002356,Indoor Sports Hall,Demo Village 33 Demo User Agency,Yes,2026-09-06,2026-09-22,Not Due,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-002356/completion,SYNTHETIC_PROTOTYPE,True
