work_id,mp_id,house_type,tenure,state_name,constituency,nodal_district,recommendation_date,recommendation_type,sector,sub_sector,work_description,work_location_state,district,block,village,latitude,longitude,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_status,implementing_agency_id,expected_start_date,expected_completion_date,actual_start_date,current_status,current_physical_progress_pct,current_expenditure_inr,duplicate_group_reference,source_type,source_reference,synthetic_marker
W-002477,MP-KA-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,2025-03-28,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 28, Demo Block 1, Karnataka Demo District 2",Karnataka,Karnataka Demo District 2,Demo Block 1,Demo Village 28,15.65629,77.008272,658000,623000,640000,2025-05-04,Sanctioned,IA-KA-004,2025-05-15,2026-01-04,2025-05-21,Ongoing,86.7,480000,DUP-040,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002478,MP-KA-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,2024-07-28,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 13, Demo Block 3, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 3,Demo Village 13,14.836935,77.287612,807000,843000,832000,2024-09-04,Sanctioned,IA-KA-003,2024-10-15,2025-08-26,2024-10-30,Completed,100.0,865000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002479,MP-KA-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Rajya Sabha Seat,Karnataka Demo District 2,2024-09-20,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 14, Demo Block 2, Karnataka Demo District 2",Karnataka,Karnataka Demo District 2,Demo Block 2,Demo Village 14,14.390264,77.157816,2131000,2290000,2246000,2024-11-07,Sanctioned,IA-KA-002,2024-12-21,2025-07-01,2024-12-19,Completed,100.0,2358000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002480,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2025-12-18,Normal MPLADS Work,Health,Public Health Facility,"Development of Public Health Facility at Demo Village 19, Demo Block 2, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 2,Demo Village 19,27.970254,75.43124,875000,892000,891000,2026-01-27,Sanctioned,IA-RJ-002,2026-02-16,2027-01-22,2026-02-20,Ongoing,37.7,358000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002481,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2024-04-15,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 30, Demo Block 5, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 5,Demo Village 30,21.276036,84.93027,808000,869000,872000,2024-06-03,Sanctioned,IA-OD-005,2024-07-03,2025-07-03,2024-07-21,Ongoing,80.8,694000,DUP-041,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002482,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2023-09-24,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 25, Demo Block 3, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 3,Demo Village 25,18.450488,78.471521,2198000,2264000,2203000,2023-11-13,Sanctioned,IA-TS-003,2023-12-13,2024-08-28,2023-12-24,Completed,100.0,2313000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002483,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2023-04-22,Normal MPLADS Work,Sports,Indoor Sports Hall,"Development of Indoor Sports Hall at Demo Village 26, Demo Block 7, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 7,Demo Village 26,16.963307,79.705383,2934000,3063000,2984000,2023-05-25,Sanctioned,IA-TS-006,2023-06-13,2024-02-14,2023-07-06,Completed,100.0,4591000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002484,MP-OD-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,2026-03-28,Normal MPLADS Work,Drinking Water,Borewell,"Development of Borewell at Demo Village 20, Demo Block 1, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 1,Demo Village 20,20.96372,84.004927,2304000,2412000,2384000,2026-04-09,Sanctioned,IA-OD-003,2026-04-25,2026-11-13,2026-05-25,Ongoing,69.8,1557000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002485,MP-MH-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,2025-06-21,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 8, Demo Block 3, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 3,Demo Village 8,19.963797,74.74445,2273000,2315000,2350000,2025-07-05,Sanctioned,IA-MH-002,2025-07-26,2026-02-07,2025-07-28,Completed,100.0,2352000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002486,MP-KA-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Rajya Sabha Seat,Karnataka Demo District 2,2024-12-25,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 31, Demo Block 1, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 1,Demo Village 31,15.55952,76.183948,755000,765000,767000,2025-02-11,Sanctioned,IA-KA-006,2025-03-12,2026-02-13,2025-03-13,Ongoing,83.5,606000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002487,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2024-07-20,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 12, Demo Block 4, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 4,Demo Village 12,27.437518,74.009977,1292000,1360000,1396000,2024-09-05,Sanctioned,IA-RJ-005,2024-09-18,2025-08-10,2024-10-07,Completed,100.0,1466000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002488,MP-TS-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 2,Telangana Demo District 2,2024-10-26,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 28, Demo Block 5, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 5,Demo Village 28,17.871002,78.809016,3788000,3886000,3954000,2024-11-21,Sanctioned,IA-TS-006,2025-01-01,2025-09-20,2025-02-04,Completed,100.0,3758000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002489,MP-AP-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,2025-05-05,Normal MPLADS Work,Education,School Toilet,"Development of School Toilet at Demo Village 11, Demo Block 7, Andhra Pradesh Demo District 4",Andhra Pradesh,Andhra Pradesh Demo District 4,Demo Block 7,Demo Village 11,15.425145,81.687615,1117000,1140000,1158000,2025-05-30,Sanctioned,IA-AP-002,2025-07-03,2026-07-01,2025-07-24,Completed,100.0,1202000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002490,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2026-03-10,Normal MPLADS Work,Sanitation,Drainage,"Development of Drainage at Demo Village 17, Demo Block 1, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 1,Demo Village 17,17.599208,79.857796,1701000,1757000,1820000,2026-04-10,Sanctioned,IA-TS-002,2026-04-30,2027-04-27,2026-05-17,Ongoing,32.0,513000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002491,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2025-06-29,Normal MPLADS Work,Education,Digital Classroom,"Development of Digital Classroom at Demo Village 31, Demo Block 1, Odisha Demo District 3",Odisha,Odisha Demo District 3,Demo Block 1,Demo Village 31,21.090352,84.23488,3219000,3172000,3265000,2025-07-06,Sanctioned,IA-OD-006,2025-07-31,2026-06-22,2025-08-18,Completed,100.0,3476000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002492,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2026-04-13,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 16, Demo Block 1, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 1,Demo Village 16,14.331971,77.316647,928000,984000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002493,MP-TS-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 2,2024-01-16,Normal MPLADS Work,Roads & Bridges,CC Road,"Development of CC Road at Demo Village 35, Demo Block 8, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 8,Demo Village 35,18.549512,80.506187,2731000,2929000,2911000,2024-02-20,Sanctioned,IA-TS-005,2024-03-09,2025-02-20,2024-04-02,Completed,100.0,2798000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002494,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-08-17,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 34, Demo Block 8, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 8,Demo Village 34,19.405747,75.902834,1951000,2021000,2057000,2025-09-08,Sanctioned,IA-MH-004,2025-10-21,2026-09-08,2025-11-11,Ongoing,85.8,1902000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002495,MP-TS-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 2,Telangana Demo District 2,2025-02-20,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 27, Demo Block 8, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 8,Demo Village 27,17.908198,80.272618,2554000,2463000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002496,MP-RJ-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,2024-03-04,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 23, Demo Block 7, Rajasthan Demo District 3",Rajasthan,Rajasthan Demo District 3,Demo Block 7,Demo Village 23,26.86275,75.796222,1988000,1939000,2000000,2024-04-05,Sanctioned,IA-RJ-004,2024-04-19,2024-12-02,2024-05-08,Completed,100.0,1931000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002497,MP-TS-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 2,Telangana Demo District 2,2026-04-23,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 18, Demo Block 2, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 2,Demo Village 18,16.808938,78.981714,3061000,3135000,3100000,2026-05-06,Sanctioned,IA-TS-001,2026-06-18,2027-01-21,2026-06-14,Ongoing,34.1,928000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002498,MP-MH-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,2025-04-27,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 27, Demo Block 5, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 5,Demo Village 27,20.382224,75.091722,1088000,1084000,1079000,2025-06-04,Sanctioned,IA-MH-006,2025-07-14,2026-03-06,2025-08-14,Completed,100.0,1126000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002499,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2023-07-10,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 18, Demo Block 2, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 2,Demo Village 18,27.451932,75.181575,1498000,1484000,1508000,2023-07-31,Sanctioned,IA-RJ-006,2023-08-24,2024-05-16,2023-09-12,Completed,100.0,1496000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002500,MP-TS-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 4,Telangana Demo District 4,2023-11-26,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 10, Demo Block 1, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 1,Demo Village 10,17.070991,78.90052,845000,850000,835000,2023-12-12,Sanctioned,IA-TS-002,2023-12-31,2024-12-29,2024-01-26,Completed,100.0,809000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002501,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2025-01-06,Normal MPLADS Work,Education,School Toilet,"Development of School Toilet at Demo Village 19, Demo Block 2, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 2,Demo Village 19,27.73764,74.321352,2342000,2372000,2369000,2025-02-06,Sanctioned,IA-RJ-004,2025-03-14,2025-12-21,2025-03-15,Completed,100.0,2423000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002502,MP-OD-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,2025-06-27,Normal MPLADS Work,Sports,Open Gym,"Development of Open Gym at Demo Village 23, Demo Block 4, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 4,Demo Village 23,20.085942,85.202467,734000,718000,721000,2025-08-14,Sanctioned,IA-OD-004,2025-09-10,2026-09-05,2025-09-28,Ongoing,86.9,546000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002503,MP-OD-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 2,2026-05-19,Normal MPLADS Work,Sanitation,Solid Waste Shed,"Development of Solid Waste Shed at Demo Village 14, Demo Block 7, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 7,Demo Village 14,20.974402,84.411091,2599000,2656000,2740000,2026-07-03,Sanctioned,IA-OD-006,2026-08-08,2027-03-20,2026-09-01,Sanctioned - Not Started,4.3,110000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002504,MP-RJ-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,2025-06-22,Normal MPLADS Work,Community Infrastructure,Bus Shelter,"Development of Bus Shelter at Demo Village 9, Demo Block 8, Rajasthan Demo District 3",Rajasthan,Rajasthan Demo District 3,Demo Block 8,Demo Village 9,26.620949,73.805916,2327000,2237000,2286000,2025-08-06,Sanctioned,IA-RJ-004,2025-08-23,2026-03-01,2025-08-26,Ongoing,78.4,1624000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002505,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2024-03-18,Normal MPLADS Work,Education,Digital Classroom,"Development of Digital Classroom at Demo Village 12, Demo Block 5, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 5,Demo Village 12,26.836083,73.90677,1551000,1560000,1571000,2024-04-05,Sanctioned,IA-RJ-005,2024-05-02,2025-02-28,2024-05-06,Completed,100.0,1506000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002506,MP-TS-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 4,Telangana Demo District 4,2025-01-17,Normal MPLADS Work,Sanitation,Drainage,"Development of Drainage at Demo Village 28, Demo Block 2, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 2,Demo Village 28,17.472412,79.140686,1512000,1619000,1651000,2025-01-24,Sanctioned,IA-TS-006,2025-02-11,2026-01-19,2025-03-18,Completed,100.0,1683000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002507,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2024-02-14,Normal MPLADS Work,Renewable Energy,Solar Public Facility,"Development of Solar Public Facility at Demo Village 5, Demo Block 6, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 6,Demo Village 5,20.31952,75.711152,634000,639000,625000,2024-03-23,Sanctioned,IA-MH-006,2024-04-29,2024-12-23,2024-05-22,Ongoing,92.0,578000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002508,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2025-12-31,Normal MPLADS Work,Health,Public Health Facility,"Development of Public Health Facility at Demo Village 32, Demo Block 7, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 7,Demo Village 32,20.354129,74.621838,1902000,1891000,1873000,2026-01-16,Sanctioned,IA-MH-006,2026-02-03,2026-11-26,2026-02-16,Ongoing,22.5,1503000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002509,MP-MH-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 4,Maharashtra Demo District 4,2023-07-16,Normal MPLADS Work,Renewable Energy,Solar Public Facility,"Development of Solar Public Facility at Demo Village 30, Demo Block 1, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 1,Demo Village 30,19.231112,74.81327,769000,808000,803000,2023-09-02,Sanctioned,IA-MH-001,2023-10-02,2024-05-03,2023-11-02,Completed,100.0,749000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002510,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2023-06-29,Normal MPLADS Work,Renewable Energy,Solar Community Lighting,"Development of Solar Community Lighting at Demo Village 2, Demo Block 6, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 6,Demo Village 2,18.828126,76.472638,1128000,1064000,1104000,2023-07-19,Sanctioned,IA-MH-002,2023-08-04,2024-04-06,2023-09-05,Completed,100.0,1159000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002511,MP-OD-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,2025-10-24,Normal MPLADS Work,Education,Digital Classroom,"Development of Digital Classroom at Demo Village 3, Demo Block 7, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 7,Demo Village 3,20.255616,84.05459,931000,948000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002512,MP-AP-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 1,2024-02-17,Normal MPLADS Work,Education,School Classroom,"Development of School Classroom at Demo Village 24, Demo Block 4, Andhra Pradesh Demo District 4",Andhra Pradesh,Andhra Pradesh Demo District 4,Demo Block 4,Demo Village 24,16.828022,80.241133,1553000,1462000,1511000,2024-03-29,Sanctioned,IA-AP-004,2024-04-16,2024-11-30,2024-05-07,Completed,100.0,1570000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002513,MP-RJ-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 2,2024-12-27,Normal MPLADS Work,Community Infrastructure,Bus Shelter,"Development of Bus Shelter at Demo Village 29, Demo Block 8, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 8,Demo Village 29,27.499435,73.642713,1949000,2105000,2145000,2025-01-13,Sanctioned,IA-RJ-005,2025-02-16,2025-12-18,2025-03-07,Completed,100.0,2252000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002514,MP-AP-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 1,2023-06-20,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 33, Demo Block 5, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 5,Demo Village 33,17.397717,81.525375,816000,773000,803000,2023-08-01,Sanctioned,IA-AP-001,2023-09-11,2024-06-25,2023-09-22,Ongoing,91.7,722000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002515,MP-OD-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,2023-10-01,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 17, Demo Block 1, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 1,Demo Village 17,20.16783,84.438572,1330000,1291000,1260000,2023-10-14,Sanctioned,IA-OD-003,2023-11-16,2024-10-11,2023-11-23,Completed,100.0,1189000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002516,MP-OD-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,2026-02-19,Normal MPLADS Work,Drinking Water,RO Water Plant,"Development of RO Water Plant at Demo Village 30, Demo Block 7, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 7,Demo Village 30,21.691787,85.268165,1122000,1140000,1123000,2026-04-09,Sanctioned,IA-OD-002,2026-04-23,2026-11-24,2026-05-08,Ongoing,50.3,524000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002517,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2024-07-21,Normal MPLADS Work,Roads & Bridges,Small Bridge,"Development of Small Bridge at Demo Village 7, Demo Block 3, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 3,Demo Village 7,19.485742,76.586326,2096000,2171000,2180000,2024-09-09,Sanctioned,IA-MH-004,2024-10-09,2025-08-18,2024-11-05,Completed,100.0,2126000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002518,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2025-10-10,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 21, Demo Block 5, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 5,Demo Village 21,27.375165,74.383504,697000,680000,687000,2025-10-24,Sanctioned,IA-RJ-004,2025-11-27,2026-08-07,2025-12-25,Ongoing,84.3,535000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002519,MP-KA-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,2023-07-11,Normal MPLADS Work,Sports,Open Gym,"Development of Open Gym at Demo Village 32, Demo Block 1, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 1,Demo Village 32,15.165945,76.2888,2241000,2196000,2133000,2023-08-29,Sanctioned,IA-KA-004,2023-09-21,2024-06-25,2023-09-16,Completed,100.0,2279000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-002520,MP-AP-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,2023-06-15,Normal MPLADS Work,Sports,Sports Equipment Facility,"Development of Sports Equipment Facility at Demo Village 35, Demo Block 3, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 3,Demo Village 35,17.469275,79.512444,927000,900000,928000,2023-07-06,Sanctioned,IA-AP-004,2023-07-28,2024-03-16,2023-08-11,Completed,100.0,925000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
